time,id,class_id,confidence,x_min,x_max,y_min,y_max,border_left,border_right,border_top,border_bottom,pattern,matched
0.733,1894082982072,7,1.000,227.000,346.000,174.000,243.000,1,1,1,1,0,True
0.733,1894082983136,7,1.000,367.000,436.000,179.000,223.000,1,1,1,1,0,True
0.733,1894082982408,7,1.000,521.000,551.000,175.000,195.000,1,1,1,1,0,True
0.733,1894082982912,7,1.000,438.000,486.000,180.000,211.000,1,1,1,1,0,False
0.733,1894082982576,7,1.000,464.000,504.000,180.000,206.000,1,1,1,1,0,False
0.767,1894082984872,7,1.000,0.000,211.000,194.000,301.000,3,1,1,1,0,True
0.767,1894082983752,7,1.000,219.000,342.000,176.000,250.000,1,1,1,1,0,True
0.767,1894082984760,7,1.000,465.000,508.000,180.000,208.000,1,1,1,1,0,True
0.767,1894082984648,7,1.000,438.000,489.000,181.000,212.000,1,1,1,1,0,False
0.767,1894082985544,7,1.000,368.000,441.000,179.000,225.000,1,1,1,1,0,True
0.767,1894082985432,7,1.000,320.000,403.000,187.000,232.000,1,1,1,1,0,False
0.767,1894082985376,7,1.000,0.000,187.000,195.000,302.000,3,1,1,1,0,True
0.767,1894082981960,7,1.000,201.000,328.000,178.000,249.000,1,1,1,1,0,False
0.767,1894082984984,7,1.000,429.000,484.000,182.000,213.000,1,1,1,1,0,False
0.767,1894082985880,7,1.000,519.000,547.000,176.000,196.000,1,1,1,1,0,True
0.767,1894082985264,7,1.000,351.000,427.000,178.000,226.000,1,1,1,1,0,True
0.767,1894082985712,7,1.000,458.000,501.000,181.000,208.000,1,1,1,1,0,True
0.767,1894082984088,7,1.000,304.000,390.000,186.000,232.000,1,1,1,1,0,True
0.800,1894083029536,7,1.000,0.000,175.000,195.000,313.000,3,1,1,1,0,True
0.800,1894083028584,7,1.000,432.000,486.000,181.000,213.000,1,1,1,1,0,False
0.800,1894083029312,7,1.000,189.000,325.000,177.000,253.000,1,1,1,1,0,True
0.800,1894083028472,7,1.000,459.000,503.000,181.000,208.000,1,1,1,1,0,True
0.800,1894083028248,7,1.000,352.000,431.000,178.000,227.000,1,1,1,1,0,True
0.800,1894083029200,7,0.998,520.000,549.000,177.000,196.000,1,1,1,1,0,True
0.800,1894083029480,7,1.000,0.000,148.000,199.000,306.000,3,1,1,1,0,True
0.800,1894083029760,7,1.000,421.000,475.000,182.000,214.000,1,1,1,1,0,False
0.800,1894083029704,7,1.000,514.000,544.000,176.000,195.000,1,1,1,1,0,True
0.800,1894083027688,7,1.000,340.000,418.000,180.000,227.000,1,1,1,1,0,True
0.800,1894083029872,7,1.000,451.000,495.000,181.000,208.000,1,1,1,1,0,True
0.800,1894083029592,7,1.000,163.000,312.000,176.000,254.000,1,1,1,1,0,True
0.800,1894083029088,7,1.000,281.000,372.000,189.000,237.000,1,1,1,1,0,True
0.833,1894083030880,7,1.000,0.000,133.000,198.000,316.000,3,1,1,1,0,True
0.833,1894083029928,7,1.000,424.000,480.000,181.000,213.000,1,1,1,1,0,False
0.833,1894083030152,7,1.000,276.000,373.000,188.000,241.000,1,1,1,1,0,False
0.833,1894083028864,7,1.000,517.000,546.000,177.000,196.000,1,1,1,1,0,True
0.833,1894083030320,7,1.000,457.000,499.000,180.000,208.000,1,1,1,1,0,True
0.833,1894083030264,7,1.000,152.000,310.000,177.000,264.000,1,1,1,1,0,True
0.833,1894083029816,7,1.000,335.000,420.000,177.000,228.000,1,1,1,1,0,True
0.833,1894083077736,7,1.000,0.000,103.000,195.000,305.000,3,1,1,1,0,True
0.833,1894083077344,7,1.000,127.000,287.000,174.000,264.000,1,1,1,1,0,True
0.833,1894083076448,7,1.000,321.000,408.000,179.000,228.000,1,1,1,1,0,True
0.833,1894083077008,7,1.000,510.000,542.000,175.000,195.000,1,1,1,1,0,True
0.833,1894083076784,7,1.000,445.000,490.000,180.000,208.000,1,1,1,1,0,True
0.833,1894083077624,7,1.000,413.000,469.000,181.000,213.000,1,1,1,1,0,False
0.833,1894083077568,7,0.977,263.000,359.000,187.000,239.000,1,1,1,1,0,True
0.867,1894083079808,7,1.000,414.000,471.000,181.000,214.000,1,1,1,1,0,False
0.867,1894083078912,7,1.000,110.000,283.000,173.000,272.000,1,1,1,1,0,True
0.867,1894083079920,7,1.000,512.000,544.000,175.000,195.000,1,1,1,1,0,True
0.867,1894083079528,7,1.000,0.000,84.000,200.000,312.000,3,1,1,1,0,True
0.867,1894083077904,7,1.000,316.000,411.000,178.000,230.000,1,1,1,1,0,True
0.867,1894083078632,7,1.000,448.000,494.000,179.000,208.000,1,1,1,1,0,True
0.867,1894083079584,7,1.000,84.000,264.000,174.000,270.000,1,1,1,1,0,True
0.867,1894083080032,7,1.000,313.000,397.000,178.000,230.000,1,1,1,1,0,True
0.867,1894083079080,7,1.000,508.000,538.000,176.000,195.000,1,1,1,1,0,True
0.867,1894083079248,7,1.000,404.000,464.000,180.000,213.000,1,1,1,1,0,True
0.867,1894083079304,7,1.000,437.000,484.000,180.000,209.000,1,1,1,1,0,True
0.900,1894091362656,7,1.000,65.000,264.000,178.000,283.000,1,1,1,1,0,True
0.900,1894091363944,7,1.000,406.000,464.000,181.000,216.000,1,1,1,1,0,True
0.900,1894091365120,7,1.000,510.000,540.000,175.000,195.000,1,1,1,1,0,True
0.900,1894091363552,7,1.000,442.000,489.000,179.000,208.000,1,1,1,1,0,True
0.900,1894091365064,7,1.000,304.000,400.000,177.000,235.000,1,1,1,1,0,True
0.900,1894091283200,7,1.000,39.000,238.000,175.000,281.000,1,1,1,1,0,True
0.900,1894082452952,7,1.000,395.000,455.000,180.000,214.000,1,1,1,1,0,True
0.900,1894091508536,7,1.000,503.000,534.000,174.000,195.000,1,1,1,1,0,True
0.900,1894091505848,7,1.000,293.000,384.000,177.000,234.000,1,1,1,1,0,False
0.900,1894091508032,7,0.998,426.000,481.000,179.000,209.000,1,1,1,1,0,True
0.900,1894091506912,7,0.892,208.000,326.000,190.000,246.000,1,1,1,1,0,True
0.933,1894091366184,7,1.000,7.000,233.000,175.000,293.000,2,1,1,1,0,True
0.933,1894091364224,7,1.000,286.000,387.000,178.000,240.000,1,1,1,1,0,True
0.933,1894091364560,7,1.000,206.000,321.000,192.000,255.000,1,1,1,1,0,True
0.933,1894091365344,7,1.000,397.000,459.000,181.000,218.000,1,1,1,1,0,True
0.933,1894091365960,7,1.000,431.000,484.000,180.000,211.000,1,1,1,1,0,True
0.933,1894091366352,7,1.000,506.000,536.000,175.000,197.000,1,1,1,1,0,True
0.933,1894091365736,7,1.000,5.000,220.000,175.000,291.000,2,1,1,1,0,True
0.933,1894091365400,7,1.000,384.000,449.000,182.000,217.000,1,1,1,1,0,True
0.933,1894091364336,7,1.000,267.000,371.000,179.000,239.000,1,1,1,1,0,True
0.933,1894091365568,7,1.000,500.000,531.000,175.000,196.000,1,1,1,1,0,False
0.933,1894091366072,7,1.000,422.000,474.000,179.000,212.000,1,1,1,1,0,True
0.933,1894091364504,7,1.000,175.000,309.000,190.000,254.000,1,1,1,1,0,False
0.967,1894083123800,7,1.000,0.000,204.000,176.000,307.000,3,1,1,1,0,True
0.967,1894083122456,7,1.000,258.000,376.000,178.000,242.000,1,1,1,1,0,True
0.967,1894083122568,7,1.000,165.000,305.000,193.000,263.000,1,1,1,1,0,True
0.967,1894083122288,7,1.000,385.000,455.000,182.000,220.000,1,1,1,1,0,True
0.967,1894083123576,7,1.000,503.000,534.000,176.000,197.000,1,1,1,1,0,True
0.967,1894083123688,7,1.000,421.000,479.000,181.000,212.000,1,1,1,1,0,True
0.967,1894083124304,7,1.000,1.000,176.000,176.000,306.000,2,1,1,1,0,True
0.967,1894083123856,7,1.000,414.000,469.000,180.000,213.000,1,1,1,1,0,True
0.967,1894083125088,7,1.000,495.000,528.000,175.000,198.000,1,1,1,1,0,True
0.967,1894083124584,7,1.000,141.000,284.000,193.000,262.000,1,1,1,1,0,False
0.967,1894083124808,7,1.000,373.000,444.000,182.000,219.000,1,1,1,1,0,True
0.967,1894083124192,7,1.000,244.000,359.000,179.000,241.000,1,1,1,1,0,True
1.000,1894082450264,7,1.000,2.000,157.000,183.000,313.000,2,1,1,1,0,True
1.000,1894083027800,7,1.000,497.000,532.000,175.000,198.000,1,1,1,1,0,True
1.000,1894083029928,7,1.000,134.000,284.000,192.000,271.000,1,1,1,1,0,True
1.000,1894083030600,7,1.000,376.000,446.000,182.000,221.000,1,1,1,1,0,True
1.000,1894083028584,7,1.000,419.000,472.000,180.000,213.000,1,1,1,1,0,True
1.000,1894082984704,7,1.000,241.000,360.000,178.000,248.000,1,1,1,1,0,True
1.000,1894082488024,7,1.000,2.000,133.000,181.000,310.000,2,1,1,1,0,True
1.000,1896080568616,7,1.000,402.000,463.000,179.000,213.000,1,1,1,1,0,True
