time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p,c_time,c_x,c_y,c_z,c_sigma_00,c_sigma_01,c_sigma_02,c_sigma_03,c_sigma_04,c_sigma_05,c_sigma_10,c_sigma_11,c_sigma_12,c_sigma_13,c_sigma_14,c_sigma_15,c_sigma_20,c_sigma_21,c_sigma_22,c_sigma_23,c_sigma_24,c_sigma_25,c_sigma_30,c_sigma_31,c_sigma_32,c_sigma_33,c_sigma_34,c_sigma_35,c_sigma_40,c_sigma_41,c_sigma_42,c_sigma_43,c_sigma_44,c_sigma_45,c_sigma_50,c_sigma_51,c_sigma_52,c_sigma_53,c_sigma_54,c_sigma_55
1.435,2335265343192,13,-0.121,0.233,-6.022,-0.084,0.042,-0.354,17.572,0.000,0.000,18.157,0.000,0.000,0.000,17.572,0.000,0.000,18.157,0.000,0.000,0.000,17.572,0.000,0.000,18.157,18.157,0.000,0.000,25.309,0.000,0.000,0.000,18.157,0.000,0.000,25.309,0.000,0.000,0.000,18.157,0.000,0.000,25.309,-0.134,0.225,-5.854,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.468,2335265343192,13,-0.125,0.234,-6.017,-0.085,0.041,-0.338,17.194,0.000,0.000,17.368,0.000,0.000,0.000,17.194,0.000,0.000,17.368,0.000,0.000,0.000,17.194,0.000,0.000,17.368,17.368,0.000,0.000,23.659,0.000,0.000,0.000,17.368,0.000,0.000,23.659,0.000,0.000,0.000,17.368,0.000,0.000,23.659,-0.140,0.225,-5.840,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.502,2335265343192,13,-0.129,0.234,-6.011,-0.087,0.040,-0.321,16.833,0.000,0.000,16.629,0.000,0.000,0.000,16.833,0.000,0.000,16.629,0.000,0.000,0.000,16.833,0.000,0.000,16.629,16.629,0.000,0.000,22.149,0.000,0.000,0.000,16.629,0.000,0.000,22.149,0.000,0.000,0.000,16.629,0.000,0.000,22.149,-0.147,0.225,-5.828,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.535,2335265343192,13,-0.134,0.235,-6.005,-0.089,0.039,-0.305,16.486,0.000,0.000,15.937,0.000,0.000,0.000,16.486,0.000,0.000,15.937,0.000,0.000,0.000,16.486,0.000,0.000,15.937,15.937,0.000,0.000,20.765,0.000,0.000,0.000,15.937,0.000,0.000,20.765,0.000,0.000,0.000,15.937,0.000,0.000,20.765,-0.154,0.225,-5.817,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.568,2335265343192,13,-0.139,0.235,-5.998,-0.090,0.038,-0.289,16.153,0.000,0.000,15.287,0.000,0.000,0.000,16.153,0.000,0.000,15.287,0.000,0.000,0.000,16.153,0.000,0.000,15.287,15.287,0.000,0.000,19.494,0.000,0.000,0.000,15.287,0.000,0.000,19.494,0.000,0.000,0.000,15.287,0.000,0.000,19.494,-0.161,0.225,-5.808,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.602,2335265343192,13,-0.144,0.235,-5.991,-0.092,0.037,-0.273,15.834,0.000,0.000,14.675,0.000,0.000,0.000,15.834,0.000,0.000,14.675,0.000,0.000,0.000,15.834,0.000,0.000,14.675,14.675,0.000,0.000,18.325,0.000,0.000,0.000,14.675,0.000,0.000,18.325,0.000,0.000,0.000,14.675,0.000,0.000,18.325,-0.169,0.225,-5.798,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.635,2335265343192,13,-0.149,0.236,-5.984,-0.094,0.036,-0.258,15.527,0.000,0.000,14.100,0.000,0.000,0.000,15.527,0.000,0.000,14.100,0.000,0.000,0.000,15.527,0.000,0.000,14.100,14.100,0.000,0.000,17.247,0.000,0.000,0.000,14.100,0.000,0.000,17.247,0.000,0.000,0.000,14.100,0.000,0.000,17.247,-0.176,0.224,-5.787,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.668,2335265343192,13,-0.155,0.236,-5.976,-0.097,0.036,-0.244,15.231,0.000,0.000,13.558,0.000,0.000,0.000,15.231,0.000,0.000,13.558,0.000,0.000,0.000,15.231,0.000,0.000,13.558,13.558,0.000,0.000,16.252,0.000,0.000,0.000,13.558,0.000,0.000,16.252,0.000,0.000,0.000,13.558,0.000,0.000,16.252,-0.184,0.224,-5.780,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.702,2335265343192,13,-0.161,0.236,-5.969,-0.099,0.035,-0.230,14.947,0.000,0.000,13.046,0.000,0.000,0.000,14.947,0.000,0.000,13.046,0.000,0.000,0.000,14.947,0.000,0.000,13.046,13.046,0.000,0.000,15.333,0.000,0.000,0.000,13.046,0.000,0.000,15.333,0.000,0.000,0.000,13.046,0.000,0.000,15.333,-0.190,0.224,-5.770,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.735,2335265343192,13,-0.166,0.236,-5.960,-0.101,0.034,-0.216,14.673,0.000,0.000,12.563,0.000,0.000,0.000,14.673,0.000,0.000,12.563,0.000,0.000,0.000,14.673,0.000,0.000,12.563,12.563,0.000,0.000,14.481,0.000,0.000,0.000,12.563,0.000,0.000,14.481,0.000,0.000,0.000,12.563,0.000,0.000,14.481,-0.196,0.224,-5.760,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.768,2335265343192,13,-0.172,0.236,-5.951,-0.103,0.033,-0.203,14.409,0.000,0.000,12.107,0.000,0.000,0.000,14.409,0.000,0.000,12.107,0.000,0.000,0.000,14.409,0.000,0.000,12.107,12.107,0.000,0.000,13.691,0.000,0.000,0.000,12.107,0.000,0.000,13.691,0.000,0.000,0.000,12.107,0.000,0.000,13.691,-0.202,0.223,-5.743,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.802,2335265343192,13,-0.178,0.236,-5.942,-0.105,0.032,-0.189,14.154,0.000,0.000,11.674,0.000,0.000,0.000,14.154,0.000,0.000,11.674,0.000,0.000,0.000,14.154,0.000,0.000,11.674,11.674,0.000,0.000,12.958,0.000,0.000,0.000,11.674,0.000,0.000,12.958,0.000,0.000,0.000,11.674,0.000,0.000,12.958,-0.207,0.222,-5.725,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.835,2335265343192,13,-0.183,0.236,-5.932,-0.106,0.031,-0.176,13.908,0.000,0.000,11.265,0.000,0.000,0.000,13.908,0.000,0.000,11.265,0.000,0.000,0.000,13.908,0.000,0.000,11.265,11.265,0.000,0.000,12.276,0.000,0.000,0.000,11.265,0.000,0.000,12.276,0.000,0.000,0.000,11.265,0.000,0.000,12.276,-0.215,0.222,-5.711,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.869,2335265343192,13,-0.189,0.236,-5.920,-0.108,0.030,-0.162,13.670,0.000,0.000,10.876,0.000,0.000,0.000,13.670,0.000,0.000,10.876,0.000,0.000,0.000,13.670,0.000,0.000,10.876,10.876,0.000,0.000,11.641,0.000,0.000,0.000,10.876,0.000,0.000,11.641,0.000,0.000,0.000,10.876,0.000,0.000,11.641,-0.222,0.221,-5.688,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.902,2335265343192,13,-0.195,0.236,-5.909,-0.110,0.030,-0.149,13.441,0.000,0.000,10.508,0.000,0.000,0.000,13.441,0.000,0.000,10.508,0.000,0.000,0.000,13.441,0.000,0.000,10.508,10.508,0.000,0.000,11.049,0.000,0.000,0.000,10.508,0.000,0.000,11.049,0.000,0.000,0.000,10.508,0.000,0.000,11.049,-0.229,0.221,-5.672,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.935,2335265343192,13,-0.202,0.236,-5.897,-0.112,0.029,-0.136,13.219,0.000,0.000,10.158,0.000,0.000,0.000,13.219,0.000,0.000,10.158,0.000,0.000,0.000,13.219,0.000,0.000,10.158,10.158,0.000,0.000,10.497,0.000,0.000,0.000,10.158,0.000,0.000,10.497,0.000,0.000,0.000,10.158,0.000,0.000,10.497,-0.236,0.221,-5.654,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
1.969,2335265343192,13,-0.208,0.236,-5.884,-0.114,0.028,-0.123,13.004,0.000,0.000,9.825,0.000,0.000,0.000,13.004,0.000,0.000,9.825,0.000,0.000,0.000,13.004,0.000,0.000,9.825,9.825,0.000,0.000,9.981,0.000,0.000,0.000,9.825,0.000,0.000,9.981,0.000,0.000,0.000,9.825,0.000,0.000,9.981,-0.243,0.221,-5.636,2335265343136,1,0.008,1.011,-0.083,0.220,-5.975,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,0.000,0.000,0.000,25.314,0.000,0.000,36.947,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368,0.000,0.000,0.000,36.947,0.000,0.000,72.368
2.002,2335265343192,13,-0.214,0.236,-5.871,-0.116,0.027,-0.110,12.796,0.000,0.000,9.508,0.000,0.000,0.000,12.796,0.000,0.000,9.508,0.000,0.000,0.000,12.796,0.000,0.000,9.508,9.508,0.000,0.000,9.498,0.000,0.000,0.000,9.508,0.000,0.000,9.498,0.000,0.000,0.000,9.508,0.000,0.000,9.498,-0.249,0.220,-5.618,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.035,2335265343192,13,-0.220,0.236,-5.857,-0.117,0.026,-0.097,12.595,0.000,0.000,9.206,0.000,0.000,0.000,12.595,0.000,0.000,9.206,0.000,0.000,0.000,12.595,0.000,0.000,9.206,9.206,0.000,0.000,9.046,0.000,0.000,0.000,9.206,0.000,0.000,9.046,0.000,0.000,0.000,9.206,0.000,0.000,9.046,-0.255,0.220,-5.602,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.069,2335265343192,13,-0.226,0.235,-5.843,-0.119,0.026,-0.085,12.400,0.000,0.000,8.918,0.000,0.000,0.000,12.400,0.000,0.000,8.918,0.000,0.000,0.000,12.400,0.000,0.000,8.918,8.918,0.000,0.000,8.622,0.000,0.000,0.000,8.918,0.000,0.000,8.622,0.000,0.000,0.000,8.918,0.000,0.000,8.622,-0.260,0.219,-5.581,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.102,2335265343192,13,-0.232,0.235,-5.829,-0.120,0.025,-0.073,12.210,0.000,0.000,8.644,0.000,0.000,0.000,12.210,0.000,0.000,8.644,0.000,0.000,0.000,12.210,0.000,0.000,8.644,8.644,0.000,0.000,8.224,0.000,0.000,0.000,8.644,0.000,0.000,8.224,0.000,0.000,0.000,8.644,0.000,0.000,8.224,-0.265,0.219,-5.564,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.135,2335265343192,13,-0.238,0.235,-5.814,-0.122,0.024,-0.061,12.027,0.000,0.000,8.382,0.000,0.000,0.000,12.027,0.000,0.000,8.382,0.000,0.000,0.000,12.027,0.000,0.000,8.382,8.382,0.000,0.000,7.850,0.000,0.000,0.000,8.382,0.000,0.000,7.850,0.000,0.000,0.000,8.382,0.000,0.000,7.850,-0.269,0.218,-5.548,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.169,2335265343192,13,-0.244,0.235,-5.800,-0.123,0.023,-0.050,11.849,0.000,0.000,8.132,0.000,0.000,0.000,11.849,0.000,0.000,8.132,0.000,0.000,0.000,11.849,0.000,0.000,8.132,8.132,0.000,0.000,7.499,0.000,0.000,0.000,8.132,0.000,0.000,7.499,0.000,0.000,0.000,8.132,0.000,0.000,7.499,-0.271,0.217,-5.542,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.202,2335265343192,13,-0.250,0.234,-5.786,-0.124,0.022,-0.039,11.676,0.000,0.000,7.893,0.000,0.000,0.000,11.676,0.000,0.000,7.893,0.000,0.000,0.000,11.676,0.000,0.000,7.893,7.893,0.000,0.000,7.168,0.000,0.000,0.000,7.893,0.000,0.000,7.168,0.000,0.000,0.000,7.893,0.000,0.000,7.168,-0.272,0.216,-5.531,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.236,2335265343192,13,-0.255,0.234,-5.772,-0.125,0.022,-0.029,11.508,0.000,0.000,7.664,0.000,0.000,0.000,11.508,0.000,0.000,7.664,0.000,0.000,0.000,11.508,0.000,0.000,7.664,7.664,0.000,0.000,6.856,0.000,0.000,0.000,7.664,0.000,0.000,6.856,0.000,0.000,0.000,7.664,0.000,0.000,6.856,-0.273,0.215,-5.525,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.269,2335265343192,13,-0.260,0.233,-5.758,-0.125,0.021,-0.019,11.345,0.000,0.000,7.445,0.000,0.000,0.000,11.345,0.000,0.000,7.445,0.000,0.000,0.000,11.345,0.000,0.000,7.445,7.445,0.000,0.000,6.562,0.000,0.000,0.000,7.445,0.000,0.000,6.562,0.000,0.000,0.000,7.445,0.000,0.000,6.562,-0.274,0.214,-5.517,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.302,2335265343192,13,-0.265,0.233,-5.745,-0.126,0.020,-0.010,11.186,0.000,0.000,7.235,0.000,0.000,0.000,11.186,0.000,0.000,7.235,0.000,0.000,0.000,11.186,0.000,0.000,7.235,7.235,0.000,0.000,6.285,0.000,0.000,0.000,7.235,0.000,0.000,6.285,0.000,0.000,0.000,7.235,0.000,0.000,6.285,-0.274,0.212,-5.509,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.336,2335265343192,13,-0.269,0.232,-5.732,-0.126,0.019,-0.002,11.032,0.000,0.000,7.034,0.000,0.000,0.000,11.032,0.000,0.000,7.034,0.000,0.000,0.000,11.032,0.000,0.000,7.034,7.034,0.000,0.000,6.023,0.000,0.000,0.000,7.034,0.000,0.000,6.023,0.000,0.000,0.000,7.034,0.000,0.000,6.023,-0.273,0.211,-5.507,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.369,2335265343192,13,-0.273,0.232,-5.720,-0.126,0.019,0.006,10.882,0.000,0.000,6.842,0.000,0.000,0.000,10.882,0.000,0.000,6.842,0.000,0.000,0.000,10.882,0.000,0.000,6.842,6.842,0.000,0.000,5.776,0.000,0.000,0.000,6.842,0.000,0.000,5.776,0.000,0.000,0.000,6.842,0.000,0.000,5.776,-0.271,0.211,-5.509,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.402,2335265343192,13,-0.277,0.231,-5.709,-0.125,0.018,0.013,10.736,0.000,0.000,6.657,0.000,0.000,0.000,10.736,0.000,0.000,6.657,0.000,0.000,0.000,10.736,0.000,0.000,6.657,6.657,0.000,0.000,5.542,0.000,0.000,0.000,6.657,0.000,0.000,5.542,0.000,0.000,0.000,6.657,0.000,0.000,5.542,-0.268,0.211,-5.514,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.436,2335265343192,13,-0.280,0.231,-5.699,-0.125,0.017,0.019,10.594,0.000,0.000,6.479,0.000,0.000,0.000,10.594,0.000,0.000,6.479,0.000,0.000,0.000,10.594,0.000,0.000,6.479,6.479,0.000,0.000,5.320,0.000,0.000,0.000,6.479,0.000,0.000,5.320,0.000,0.000,0.000,6.479,0.000,0.000,5.320,-0.264,0.211,-5.521,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
2.469,2335265343192,13,-0.283,0.230,-5.689,-0.124,0.017,0.024,10.455,0.000,0.000,6.309,0.000,0.000,0.000,10.455,0.000,0.000,6.309,0.000,0.000,0.000,10.455,0.000,0.000,6.309,6.309,0.000,0.000,5.110,0.000,0.000,0.000,6.309,0.000,0.000,5.110,0.000,0.000,0.000,6.309,0.000,0.000,5.110,-0.261,0.211,-5.527,2335265343136,1,0.005,2.012,-0.215,0.236,-5.872,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,0.000,0.000,0.000,12.987,0.000,0.000,9.603,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498,0.000,0.000,0.000,9.603,0.000,0.000,9.498
